utterance_id	speaker_id
Artur-J-Gvecg-P580005.u38	Artur-J-G4531
Artur-J-Gvecg-P580005.u39	Artur-J-G4527
Artur-J-Gvecg-P580005.u4	Artur-J-G4527
Artur-J-Gvecg-P580005.u40	Artur-J-G4527
Artur-J-Gvecg-P580005.u42	Artur-J-G4531
Artur-J-Gvecg-P580005.u43	Artur-J-G4527
Artur-J-Gvecg-P580005.u44	Artur-J-G4531
Artur-J-Gvecg-P580005.u45	Artur-J-G4527
Artur-J-Gvecg-P580005.u46	Artur-J-G4531
Artur-J-Gvecg-P580005.u47	Artur-J-G4527
Artur-J-Gvecg-P580005.u48	Artur-J-G4531
Artur-J-Gvecg-P580005.u5	Artur-J-G4531
Artur-J-Gvecg-P580005.u50	Artur-J-G4531
Artur-J-Gvecg-P580005.u51	Artur-J-G4527
Artur-J-Gvecg-P580005.u52	Artur-J-G4531
Artur-J-Gvecg-P580005.u53	Artur-J-G4527
Artur-J-Gvecg-P580005.u54	Artur-J-G4531
Artur-J-Gvecg-P580005.u55	Artur-J-G4527
Artur-J-Gvecg-P580005.u56	Artur-J-G4531
Artur-J-Gvecg-P580005.u57	Artur-J-G4527
Artur-J-Gvecg-P580005.u58	Artur-J-G4531
Artur-J-Gvecg-P580005.u59	Artur-J-G4527
Artur-J-Gvecg-P580005.u6	Artur-J-G4527
Artur-J-Gvecg-P580005.u61	Artur-J-G4531
Artur-J-Gvecg-P580005.u62	Artur-J-G4527
Artur-J-Gvecg-P580005.u63	Artur-J-G4531
Artur-J-Gvecg-P580005.u64	Artur-J-G4527
Artur-J-Gvecg-P580005.u65	Artur-J-G4531
Artur-J-Gvecg-P580005.u66	Artur-J-G4527
Artur-J-Gvecg-P580005.u67	Artur-J-G4531
Artur-J-Gvecg-P580005.u68	Artur-J-G4527
Artur-J-Gvecg-P580005.u69	Artur-J-G4531
Artur-J-Gvecg-P580005.u7	Artur-J-G4531
Artur-J-Gvecg-P580005.u70	Artur-J-G4527
Artur-J-Gvecg-P580005.u8	Artur-J-G4527
Artur-J-Gvecg-P580005.u9	Artur-J-G4531
Artur-J-Gvecg-P580006.u1	Artur-J-G4529
Artur-J-Gvecg-P580006.u10	Artur-J-G4529
Artur-J-Gvecg-P580006.u100	Artur-J-G4535
Artur-J-Gvecg-P580006.u101	Artur-J-G4529
Artur-J-Gvecg-P580006.u102	Artur-J-G4535
Artur-J-Gvecg-P580006.u103	Artur-J-G4529
Artur-J-Gvecg-P580006.u105	Artur-J-G4529
Artur-J-Gvecg-P580006.u106	Artur-J-G4535
Artur-J-Gvecg-P580006.u107	Artur-J-G4535
Artur-J-Gvecg-P580006.u108	Artur-J-G4529
Artur-J-Gvecg-P580006.u109	Artur-J-G4529
Artur-J-Gvecg-P580006.u11	Artur-J-G4535
Artur-J-Gvecg-P580006.u110	Artur-J-G4535
Artur-J-Gvecg-P580006.u111	Artur-J-G4529
Artur-J-Gvecg-P580006.u112	Artur-J-G4535
Artur-J-Gvecg-P580006.u113	Artur-J-G4529
Artur-J-Gvecg-P580006.u114	Artur-J-G4529
Artur-J-Gvecg-P580006.u115	Artur-J-G4535
Artur-J-Gvecg-P580006.u116	Artur-J-G4529
Artur-J-Gvecg-P580006.u117	Artur-J-G4535
Artur-J-Gvecg-P580006.u118	Artur-J-G4535
Artur-J-Gvecg-P580006.u119	Artur-J-G4529
Artur-J-Gvecg-P580006.u12	Artur-J-G4529
Artur-J-Gvecg-P580006.u120	Artur-J-G4529
Artur-J-Gvecg-P580006.u121	Artur-J-G4535
Artur-J-Gvecg-P580006.u122	Artur-J-G4529
Artur-J-Gvecg-P580006.u123	Artur-J-G4535
Artur-J-Gvecg-P580006.u124	Artur-J-G4535
Artur-J-Gvecg-P580006.u125	Artur-J-G4535
Artur-J-Gvecg-P580006.u126	Artur-J-G4529
Artur-J-Gvecg-P580006.u127	Artur-J-G4535
Artur-J-Gvecg-P580006.u128	Artur-J-G4529
Artur-J-Gvecg-P580006.u13	Artur-J-G4535
Artur-J-Gvecg-P580006.u130	Artur-J-G4529
Artur-J-Gvecg-P580006.u131	Artur-J-G4535
Artur-J-Gvecg-P580006.u132	Artur-J-G4529
Artur-J-Gvecg-P580006.u133	Artur-J-G4535
Artur-J-Gvecg-P580006.u134	Artur-J-G4529
Artur-J-Gvecg-P580006.u135	Artur-J-G4535
Artur-J-Gvecg-P580006.u136	Artur-J-G4535
Artur-J-Gvecg-P580006.u138	Artur-J-G4529
Artur-J-Gvecg-P580006.u139	Artur-J-G4535
Artur-J-Gvecg-P580006.u14	Artur-J-G4529
Artur-J-Gvecg-P580006.u140	Artur-J-G4535
Artur-J-Gvecg-P580006.u141	Artur-J-G4529
Artur-J-Gvecg-P580006.u142	Artur-J-G4535
Artur-J-Gvecg-P580006.u143	Artur-J-G4535
Artur-J-Gvecg-P580006.u144	Artur-J-G4529
Artur-J-Gvecg-P580006.u145	Artur-J-G4535
Artur-J-Gvecg-P580006.u146	Artur-J-G4529
Artur-J-Gvecg-P580006.u147	Artur-J-G4535
Artur-J-Gvecg-P580006.u148	Artur-J-G4529
Artur-J-Gvecg-P580006.u149	Artur-J-G4535
Artur-J-Gvecg-P580006.u150	Artur-J-G4529
Artur-J-Gvecg-P580006.u151	Artur-J-G4535
Artur-J-Gvecg-P580006.u152	Artur-J-G4529
Artur-J-Gvecg-P580006.u154	Artur-J-G4529
Artur-J-Gvecg-P580006.u155	Artur-J-G4535
Artur-J-Gvecg-P580006.u156	Artur-J-G4529
Artur-J-Gvecg-P580006.u157	Artur-J-G4535
Artur-J-Gvecg-P580006.u158	Artur-J-G4529
Artur-J-Gvecg-P580006.u159	Artur-J-G4535
Artur-J-Gvecg-P580006.u16	Artur-J-G4529
Artur-J-Gvecg-P580006.u160	Artur-J-G4529
Artur-J-Gvecg-P580006.u161	Artur-J-G4535
Artur-J-Gvecg-P580006.u162	Artur-J-G4529
Artur-J-Gvecg-P580006.u163	Artur-J-G4535
Artur-J-Gvecg-P580006.u164	Artur-J-G4535
Artur-J-Gvecg-P580006.u165	Artur-J-G4529
Artur-J-Gvecg-P580006.u166	Artur-J-G4535
Artur-J-Gvecg-P580006.u167	Artur-J-G4529
Artur-J-Gvecg-P580006.u168	Artur-J-G4535
Artur-J-Gvecg-P580006.u169	Artur-J-G4529
Artur-J-Gvecg-P580006.u17	Artur-J-G4535
Artur-J-Gvecg-P580006.u170	Artur-J-G4535
Artur-J-Gvecg-P580006.u171	Artur-J-G4535
Artur-J-Gvecg-P580006.u172	Artur-J-G4529
Artur-J-Gvecg-P580006.u173	Artur-J-G4529
Artur-J-Gvecg-P580006.u174	Artur-J-G4535
Artur-J-Gvecg-P580006.u175	Artur-J-G4535
Artur-J-Gvecg-P580006.u176	Artur-J-G4529
Artur-J-Gvecg-P580006.u177	Artur-J-G4535
Artur-J-Gvecg-P580006.u178	Artur-J-G4535
Artur-J-Gvecg-P580006.u18	Artur-J-G4529
Artur-J-Gvecg-P580006.u19	Artur-J-G4535
Artur-J-Gvecg-P580006.u2	Artur-J-G4535
Artur-J-Gvecg-P580006.u20	Artur-J-G4529
Artur-J-Gvecg-P580006.u21	Artur-J-G4529
Artur-J-Gvecg-P580006.u22	Artur-J-G4535
Artur-J-Gvecg-P580006.u23	Artur-J-G4535
Artur-J-Gvecg-P580006.u24	Artur-J-G4529
Artur-J-Gvecg-P580006.u25	Artur-J-G4535
Artur-J-Gvecg-P580006.u26	Artur-J-G4529
Artur-J-Gvecg-P580006.u27	Artur-J-G4535
Artur-J-Gvecg-P580006.u28	Artur-J-G4535
Artur-J-Gvecg-P580006.u29	Artur-J-G4529
Artur-J-Gvecg-P580006.u3	Artur-J-G4529
Artur-J-Gvecg-P580006.u30	Artur-J-G4535
Artur-J-Gvecg-P580006.u31	Artur-J-G4529
Artur-J-Gvecg-P580006.u32	Artur-J-G4535
Artur-J-Gvecg-P580006.u33	Artur-J-G4529
Artur-J-Gvecg-P580006.u34	Artur-J-G4535
Artur-J-Gvecg-P580006.u35	Artur-J-G4535
Artur-J-Gvecg-P580006.u36	Artur-J-G4529
Artur-J-Gvecg-P580006.u37	Artur-J-G4535
Artur-J-Gvecg-P580006.u38	Artur-J-G4529
Artur-J-Gvecg-P580006.u39	Artur-J-G4535
Artur-J-Gvecg-P580006.u4	Artur-J-G4535
Artur-J-Gvecg-P580006.u40	Artur-J-G4529
Artur-J-Gvecg-P580006.u41	Artur-J-G4535
Artur-J-Gvecg-P580006.u42	Artur-J-G4529
Artur-J-Gvecg-P580006.u44	Artur-J-G4529
Artur-J-Gvecg-P580006.u45	Artur-J-G4529
Artur-J-Gvecg-P580006.u46	Artur-J-G4535
Artur-J-Gvecg-P580006.u47	Artur-J-G4529
Artur-J-Gvecg-P580006.u48	Artur-J-G4529
Artur-J-Gvecg-P580006.u49	Artur-J-G4535
Artur-J-Gvecg-P580006.u5	Artur-J-G4529
Artur-J-Gvecg-P580006.u50	Artur-J-G4529
Artur-J-Gvecg-P580006.u51	Artur-J-G4535
Artur-J-Gvecg-P580006.u52	Artur-J-G4535
Artur-J-Gvecg-P580006.u53	Artur-J-G4529
Artur-J-Gvecg-P580006.u54	Artur-J-G4535
Artur-J-Gvecg-P580006.u55	Artur-J-G4529
Artur-J-Gvecg-P580006.u56	Artur-J-G4535
Artur-J-Gvecg-P580006.u57	Artur-J-G4535
Artur-J-Gvecg-P580006.u58	Artur-J-G4529
Artur-J-Gvecg-P580006.u59	Artur-J-G4535
Artur-J-Gvecg-P580006.u6	Artur-J-G4535
Artur-J-Gvecg-P580006.u60	Artur-J-G4535
Artur-J-Gvecg-P580006.u61	Artur-J-G4529
Artur-J-Gvecg-P580006.u62	Artur-J-G4535
Artur-J-Gvecg-P580006.u63	Artur-J-G4535
Artur-J-Gvecg-P580006.u64	Artur-J-G4529
Artur-J-Gvecg-P580006.u65	Artur-J-G4535
Artur-J-Gvecg-P580006.u66	Artur-J-G4529
Artur-J-Gvecg-P580006.u67	Artur-J-G4535
Artur-J-Gvecg-P580006.u68	Artur-J-G4529
Artur-J-Gvecg-P580006.u7	Artur-J-G4529
Artur-J-Gvecg-P580006.u70	Artur-J-G4529
Artur-J-Gvecg-P580006.u71	Artur-J-G4535
Artur-J-Gvecg-P580006.u72	Artur-J-G4535
Artur-J-Gvecg-P580006.u73	Artur-J-G4529
Artur-J-Gvecg-P580006.u74	Artur-J-G4535
Artur-J-Gvecg-P580006.u75	Artur-J-G4529
Artur-J-Gvecg-P580006.u76	Artur-J-G4535
Artur-J-Gvecg-P580006.u77	Artur-J-G4529
Artur-J-Gvecg-P580006.u78	Artur-J-G4535
Artur-J-Gvecg-P580006.u79	Artur-J-G4529
Artur-J-Gvecg-P580006.u8	Artur-J-G4529
Artur-J-Gvecg-P580006.u80	Artur-J-G4535
Artur-J-Gvecg-P580006.u81	Artur-J-G4529
Artur-J-Gvecg-P580006.u82	Artur-J-G4535
Artur-J-Gvecg-P580006.u83	Artur-J-G4535
Artur-J-Gvecg-P580006.u84	Artur-J-G4529
Artur-J-Gvecg-P580006.u85	Artur-J-G4535
Artur-J-Gvecg-P580006.u86	Artur-J-G4529
Artur-J-Gvecg-P580006.u87	Artur-J-G4535
Artur-J-Gvecg-P580006.u88	Artur-J-G4529
Artur-J-Gvecg-P580006.u89	Artur-J-G4535
Artur-J-Gvecg-P580006.u9	Artur-J-G4535
Artur-J-Gvecg-P580006.u90	Artur-J-G4535
Artur-J-Gvecg-P580006.u91	Artur-J-G4529
Artur-J-Gvecg-P580006.u92	Artur-J-G4535
Artur-J-Gvecg-P580006.u93	Artur-J-G4529
Artur-J-Gvecg-P580006.u94	Artur-J-G4535
Artur-J-Gvecg-P580006.u96	Artur-J-G4529
Artur-J-Gvecg-P580006.u97	Artur-J-G4535
Artur-J-Gvecg-P580006.u98	Artur-J-G4535
Artur-J-Gvecg-P580006.u99	Artur-J-G4529
Artur-J-Gvecg-P580007.u1	Artur-J-G4529
Artur-J-Gvecg-P580007.u10	Artur-J-G4536
Artur-J-Gvecg-P580007.u11	Artur-J-G4529
Artur-J-Gvecg-P580007.u13	Artur-J-G4529
Artur-J-Gvecg-P580007.u14	Artur-J-G4536
Artur-J-Gvecg-P580007.u15	Artur-J-G4529
Artur-J-Gvecg-P580007.u16	Artur-J-G4536
Artur-J-Gvecg-P580007.u17	Artur-J-G4529
Artur-J-Gvecg-P580007.u18	Artur-J-G4536
Artur-J-Gvecg-P580007.u19	Artur-J-G4529
Artur-J-Gvecg-P580007.u2	Artur-J-G4536
Artur-J-Gvecg-P580007.u21	Artur-J-G4529
Artur-J-Gvecg-P580007.u22	Artur-J-G4536
Artur-J-Gvecg-P580007.u23	Artur-J-G4529
Artur-J-Gvecg-P580007.u24	Artur-J-G4536
Artur-J-Gvecg-P580007.u25	Artur-J-G4529
Artur-J-Gvecg-P580007.u26	Artur-J-G4536
Artur-J-Gvecg-P580007.u27	Artur-J-G4529
Artur-J-Gvecg-P580007.u28	Artur-J-G4536
Artur-J-Gvecg-P580007.u29	Artur-J-G4529
Artur-J-Gvecg-P580007.u3	Artur-J-G4529
Artur-J-Gvecg-P580007.u31	Artur-J-G4529
Artur-J-Gvecg-P580007.u32	Artur-J-G4536
Artur-J-Gvecg-P580007.u33	Artur-J-G4529
Artur-J-Gvecg-P580007.u34	Artur-J-G4536
Artur-J-Gvecg-P580007.u35	Artur-J-G4529
Artur-J-Gvecg-P580007.u36	Artur-J-G4536
Artur-J-Gvecg-P580007.u37	Artur-J-G4529
Artur-J-Gvecg-P580007.u39	Artur-J-G4529
Artur-J-Gvecg-P580007.u4	Artur-J-G4536
Artur-J-Gvecg-P580007.u40	Artur-J-G4536
Artur-J-Gvecg-P580007.u41	Artur-J-G4529
Artur-J-Gvecg-P580007.u43	Artur-J-G4529
Artur-J-Gvecg-P580007.u44	Artur-J-G4536
Artur-J-Gvecg-P580007.u45	Artur-J-G4536
Artur-J-Gvecg-P580007.u46	Artur-J-G4529
Artur-J-Gvecg-P580007.u47	Artur-J-G4536
Artur-J-Gvecg-P580007.u48	Artur-J-G4529
Artur-J-Gvecg-P580007.u5	Artur-J-G4529
Artur-J-Gvecg-P580007.u50	Artur-J-G4529
Artur-J-Gvecg-P580007.u51	Artur-J-G4536
Artur-J-Gvecg-P580007.u52	Artur-J-G4529
Artur-J-Gvecg-P580007.u53	Artur-J-G4536
Artur-J-Gvecg-P580007.u54	Artur-J-G4529
Artur-J-Gvecg-P580007.u55	Artur-J-G4536
Artur-J-Gvecg-P580007.u56	Artur-J-G4529
Artur-J-Gvecg-P580007.u57	Artur-J-G4536
Artur-J-Gvecg-P580007.u58	Artur-J-G4529
Artur-J-Gvecg-P580007.u59	Artur-J-G4536
Artur-J-Gvecg-P580007.u6	Artur-J-G4536
Artur-J-Gvecg-P580007.u60	Artur-J-G4529
Artur-J-Gvecg-P580007.u7	Artur-J-G4529
Artur-J-Gvecg-P580007.u8	Artur-J-G4536
Artur-J-Gvecg-P580007.u9	Artur-J-G4529
Artur-J-Gvecg-P580008.u1	Artur-J-G4531
Artur-J-Gvecg-P580008.u10	Artur-J-G4537
Artur-J-Gvecg-P580008.u100	Artur-J-G4537
Artur-J-Gvecg-P580008.u11	Artur-J-G4531
Artur-J-Gvecg-P580008.u12	Artur-J-G4537
Artur-J-Gvecg-P580008.u13	Artur-J-G4531
Artur-J-Gvecg-P580008.u14	Artur-J-G4537
Artur-J-Gvecg-P580008.u15	Artur-J-G4531
Artur-J-Gvecg-P580008.u16	Artur-J-G4537
Artur-J-Gvecg-P580008.u18	Artur-J-G4531
Artur-J-Gvecg-P580008.u19	Artur-J-G4537
Artur-J-Gvecg-P580008.u2	Artur-J-G4537
Artur-J-Gvecg-P580008.u20	Artur-J-G4531
Artur-J-Gvecg-P580008.u21	Artur-J-G4537
Artur-J-Gvecg-P580008.u22	Artur-J-G4531
Artur-J-Gvecg-P580008.u23	Artur-J-G4537
Artur-J-Gvecg-P580008.u24	Artur-J-G4531
Artur-J-Gvecg-P580008.u25	Artur-J-G4537
Artur-J-Gvecg-P580008.u26	Artur-J-G4531
Artur-J-Gvecg-P580008.u28	Artur-J-G4531
Artur-J-Gvecg-P580008.u29	Artur-J-G4537
Artur-J-Gvecg-P580008.u3	Artur-J-G4531
Artur-J-Gvecg-P580008.u30	Artur-J-G4531
Artur-J-Gvecg-P580008.u31	Artur-J-G4537
Artur-J-Gvecg-P580008.u32	Artur-J-G4531
Artur-J-Gvecg-P580008.u33	Artur-J-G4537
Artur-J-Gvecg-P580008.u34	Artur-J-G4531
Artur-J-Gvecg-P580008.u35	Artur-J-G4537
Artur-J-Gvecg-P580008.u36	Artur-J-G4531
Artur-J-Gvecg-P580008.u37	Artur-J-G4537
Artur-J-Gvecg-P580008.u38	Artur-J-G4531
Artur-J-Gvecg-P580008.u4	Artur-J-G4537
Artur-J-Gvecg-P580008.u40	Artur-J-G4531
Artur-J-Gvecg-P580008.u41	Artur-J-G4537
Artur-J-Gvecg-P580008.u42	Artur-J-G4531
Artur-J-Gvecg-P580008.u43	Artur-J-G4537
Artur-J-Gvecg-P580008.u44	Artur-J-G4531
Artur-J-Gvecg-P580008.u45	Artur-J-G4537
Artur-J-Gvecg-P580008.u46	Artur-J-G4531
Artur-J-Gvecg-P580008.u47	Artur-J-G4537
Artur-J-Gvecg-P580008.u48	Artur-J-G4531
Artur-J-Gvecg-P580008.u5	Artur-J-G4531
Artur-J-Gvecg-P580008.u50	Artur-J-G4531
Artur-J-Gvecg-P580008.u51	Artur-J-G4537
Artur-J-Gvecg-P580008.u52	Artur-J-G4531
Artur-J-Gvecg-P580008.u53	Artur-J-G4537
Artur-J-Gvecg-P580008.u54	Artur-J-G4531
Artur-J-Gvecg-P580008.u55	Artur-J-G4537
Artur-J-Gvecg-P580008.u56	Artur-J-G4531
Artur-J-Gvecg-P580008.u57	Artur-J-G4537
Artur-J-Gvecg-P580008.u58	Artur-J-G4531
Artur-J-Gvecg-P580008.u59	Artur-J-G4537
Artur-J-Gvecg-P580008.u6	Artur-J-G4537
Artur-J-Gvecg-P580008.u60	Artur-J-G4531
Artur-J-Gvecg-P580008.u61	Artur-J-G4537
Artur-J-Gvecg-P580008.u62	Artur-J-G4531
Artur-J-Gvecg-P580008.u63	Artur-J-G4537
Artur-J-Gvecg-P580008.u64	Artur-J-G4531
Artur-J-Gvecg-P580008.u65	Artur-J-G4537
Artur-J-Gvecg-P580008.u66	Artur-J-G4537
Artur-J-Gvecg-P580008.u68	Artur-J-G4531
Artur-J-Gvecg-P580008.u69	Artur-J-G4537
Artur-J-Gvecg-P580008.u7	Artur-J-G4531
Artur-J-Gvecg-P580008.u70	Artur-J-G4531
Artur-J-Gvecg-P580008.u71	Artur-J-G4537
Artur-J-Gvecg-P580008.u72	Artur-J-G4531
Artur-J-Gvecg-P580008.u73	Artur-J-G4537
Artur-J-Gvecg-P580008.u74	Artur-J-G4531
Artur-J-Gvecg-P580008.u75	Artur-J-G4537
Artur-J-Gvecg-P580008.u76	Artur-J-G4531
Artur-J-Gvecg-P580008.u77	Artur-J-G4537
Artur-J-Gvecg-P580008.u78	Artur-J-G4531
Artur-J-Gvecg-P580008.u8	Artur-J-G4537
Artur-J-Gvecg-P580008.u80	Artur-J-G4531
Artur-J-Gvecg-P580008.u81	Artur-J-G4537
Artur-J-Gvecg-P580008.u82	Artur-J-G4531
Artur-J-Gvecg-P580008.u83	Artur-J-G4537
Artur-J-Gvecg-P580008.u84	Artur-J-G4531
Artur-J-Gvecg-P580008.u85	Artur-J-G4537
Artur-J-Gvecg-P580008.u86	Artur-J-G4531
Artur-J-Gvecg-P580008.u87	Artur-J-G4537
Artur-J-Gvecg-P580008.u88	Artur-J-G4531
Artur-J-Gvecg-P580008.u89	Artur-J-G4537
Artur-J-Gvecg-P580008.u9	Artur-J-G4531
Artur-J-Gvecg-P580008.u90	Artur-J-G4531
Artur-J-Gvecg-P580008.u91	Artur-J-G4537
Artur-J-Gvecg-P580008.u92	Artur-J-G4531
Artur-J-Gvecg-P580008.u93	Artur-J-G4537
Artur-J-Gvecg-P580008.u94	Artur-J-G4537
Artur-J-Gvecg-P580008.u95	Artur-J-G4531
Artur-J-Gvecg-P580008.u96	Artur-J-G4537
Artur-J-Gvecg-P580008.u97	Artur-J-G4531
Artur-J-Gvecg-P580008.u98	Artur-J-G4537
Artur-J-Gvecg-P580008.u99	Artur-J-G4531
Artur-J-Gvecg-P580009.u1	Artur-J-G4539
Artur-J-Gvecg-P580009.u10	Artur-J-G4538
Artur-J-Gvecg-P580009.u12	Artur-J-G4538
Artur-J-Gvecg-P580009.u13	Artur-J-G4539
Artur-J-Gvecg-P580009.u14	Artur-J-G4539
Artur-J-Gvecg-P580009.u15	Artur-J-G4538
Artur-J-Gvecg-P580009.u16	Artur-J-G4538
Artur-J-Gvecg-P580009.u18	Artur-J-G4539
Artur-J-Gvecg-P580009.u2	Artur-J-G4538
Artur-J-Gvecg-P580009.u20	Artur-J-G4539
Artur-J-Gvecg-P580009.u21	Artur-J-G4538
Artur-J-Gvecg-P580009.u22	Artur-J-G4539
Artur-J-Gvecg-P580009.u23	Artur-J-G4538
Artur-J-Gvecg-P580009.u24	Artur-J-G4539
Artur-J-Gvecg-P580009.u25	Artur-J-G4538
Artur-J-Gvecg-P580009.u27	Artur-J-G4539
Artur-J-Gvecg-P580009.u28	Artur-J-G4538
Artur-J-Gvecg-P580009.u3	Artur-J-G4539
Artur-J-Gvecg-P580009.u30	Artur-J-G4538
Artur-J-Gvecg-P580009.u32	Artur-J-G4538
Artur-J-Gvecg-P580009.u33	Artur-J-G4539
Artur-J-Gvecg-P580009.u34	Artur-J-G4538
Artur-J-Gvecg-P580009.u35	Artur-J-G4539
Artur-J-Gvecg-P580009.u36	Artur-J-G4538
Artur-J-Gvecg-P580009.u37	Artur-J-G4539
Artur-J-Gvecg-P580009.u38	Artur-J-G4538
Artur-J-Gvecg-P580009.u4	Artur-J-G4538
Artur-J-Gvecg-P580009.u40	Artur-J-G4539
Artur-J-Gvecg-P580009.u41	Artur-J-G4538
Artur-J-Gvecg-P580009.u42	Artur-J-G4539
Artur-J-Gvecg-P580009.u43	Artur-J-G4538
Artur-J-Gvecg-P580009.u44	Artur-J-G4539
Artur-J-Gvecg-P580009.u45	Artur-J-G4538
Artur-J-Gvecg-P580009.u47	Artur-J-G4539
Artur-J-Gvecg-P580009.u48	Artur-J-G4538
Artur-J-Gvecg-P580009.u49	Artur-J-G4539
Artur-J-Gvecg-P580009.u5	Artur-J-G4539
Artur-J-Gvecg-P580009.u50	Artur-J-G4538
Artur-J-Gvecg-P580009.u51	Artur-J-G4539
Artur-J-Gvecg-P580009.u52	Artur-J-G4538
Artur-J-Gvecg-P580009.u53	Artur-J-G4539
Artur-J-Gvecg-P580009.u54	Artur-J-G4538
Artur-J-Gvecg-P580009.u55	Artur-J-G4539
Artur-J-Gvecg-P580009.u56	Artur-J-G4538
Artur-J-Gvecg-P580009.u58	Artur-J-G4538
Artur-J-Gvecg-P580009.u6	Artur-J-G4538
Artur-J-Gvecg-P580009.u60	Artur-J-G4539
Artur-J-Gvecg-P580009.u61	Artur-J-G4538
Artur-J-Gvecg-P580009.u63	Artur-J-G4538
Artur-J-Gvecg-P580009.u8	Artur-J-G4538
Artur-J-Gvecg-P580009.u9	Artur-J-G4539
Artur-J-Gvecg-P580010.u1	Artur-J-G4539
Artur-J-Gvecg-P580010.u10	Artur-J-G4539
Artur-J-Gvecg-P580010.u100	Artur-J-G4539
Artur-J-Gvecg-P580010.u101	Artur-J-G4540
Artur-J-Gvecg-P580010.u102	Artur-J-G4539
Artur-J-Gvecg-P580010.u103	Artur-J-G4540
Artur-J-Gvecg-P580010.u104	Artur-J-G4539
Artur-J-Gvecg-P580010.u105	Artur-J-G4540
Artur-J-Gvecg-P580010.u106	Artur-J-G4539
Artur-J-Gvecg-P580010.u107	Artur-J-G4539
Artur-J-Gvecg-P580010.u108	Artur-J-G4540
Artur-J-Gvecg-P580010.u109	Artur-J-G4539
Artur-J-Gvecg-P580010.u11	Artur-J-G4540
Artur-J-Gvecg-P580010.u110	Artur-J-G4540
Artur-J-Gvecg-P580010.u111	Artur-J-G4539
Artur-J-Gvecg-P580010.u112	Artur-J-G4540
Artur-J-Gvecg-P580010.u113	Artur-J-G4539
Artur-J-Gvecg-P580010.u114	Artur-J-G4540
Artur-J-Gvecg-P580010.u115	Artur-J-G4539
Artur-J-Gvecg-P580010.u12	Artur-J-G4539
Artur-J-Gvecg-P580010.u13	Artur-J-G4540
Artur-J-Gvecg-P580010.u14	Artur-J-G4539
Artur-J-Gvecg-P580010.u15	Artur-J-G4540
Artur-J-Gvecg-P580010.u16	Artur-J-G4539
Artur-J-Gvecg-P580010.u18	Artur-J-G4539
Artur-J-Gvecg-P580010.u19	Artur-J-G4540
Artur-J-Gvecg-P580010.u2	Artur-J-G4540
Artur-J-Gvecg-P580010.u20	Artur-J-G4539
Artur-J-Gvecg-P580010.u21	Artur-J-G4540
Artur-J-Gvecg-P580010.u22	Artur-J-G4539
Artur-J-Gvecg-P580010.u23	Artur-J-G4540
Artur-J-Gvecg-P580010.u24	Artur-J-G4539
Artur-J-Gvecg-P580010.u25	Artur-J-G4540
Artur-J-Gvecg-P580010.u26	Artur-J-G4539
Artur-J-Gvecg-P580010.u27	Artur-J-G4540
Artur-J-Gvecg-P580010.u28	Artur-J-G4539
Artur-J-Gvecg-P580010.u29	Artur-J-G4540
Artur-J-Gvecg-P580010.u3	Artur-J-G4539
Artur-J-Gvecg-P580010.u30	Artur-J-G4539
Artur-J-Gvecg-P580010.u31	Artur-J-G4540
Artur-J-Gvecg-P580010.u33	Artur-J-G4539
Artur-J-Gvecg-P580010.u34	Artur-J-G4540
Artur-J-Gvecg-P580010.u35	Artur-J-G4539
Artur-J-Gvecg-P580010.u36	Artur-J-G4540
Artur-J-Gvecg-P580010.u37	Artur-J-G4539
Artur-J-Gvecg-P580010.u38	Artur-J-G4539
Artur-J-Gvecg-P580010.u39	Artur-J-G4540
Artur-J-Gvecg-P580010.u40	Artur-J-G4540
Artur-J-Gvecg-P580010.u41	Artur-J-G4539
Artur-J-Gvecg-P580010.u42	Artur-J-G4540
Artur-J-Gvecg-P580010.u43	Artur-J-G4539
Artur-J-Gvecg-P580010.u44	Artur-J-G4540
Artur-J-Gvecg-P580010.u45	Artur-J-G4539
Artur-J-Gvecg-P580010.u46	Artur-J-G4540
Artur-J-Gvecg-P580010.u47	Artur-J-G4539
Artur-J-Gvecg-P580010.u48	Artur-J-G4540
Artur-J-Gvecg-P580010.u5	Artur-J-G4540
Artur-J-Gvecg-P580010.u50	Artur-J-G4539
Artur-J-Gvecg-P580010.u51	Artur-J-G4540
Artur-J-Gvecg-P580010.u52	Artur-J-G4539
Artur-J-Gvecg-P580010.u53	Artur-J-G4540
Artur-J-Gvecg-P580010.u54	Artur-J-G4539
Artur-J-Gvecg-P580010.u55	Artur-J-G4539
Artur-J-Gvecg-P580010.u56	Artur-J-G4540
Artur-J-Gvecg-P580010.u57	Artur-J-G4540
Artur-J-Gvecg-P580010.u58	Artur-J-G4539
Artur-J-Gvecg-P580010.u59	Artur-J-G4540
Artur-J-Gvecg-P580010.u6	Artur-J-G4539
Artur-J-Gvecg-P580010.u61	Artur-J-G4539
Artur-J-Gvecg-P580010.u62	Artur-J-G4540
Artur-J-Gvecg-P580010.u63	Artur-J-G4539
Artur-J-Gvecg-P580010.u64	Artur-J-G4540
Artur-J-Gvecg-P580010.u65	Artur-J-G4539
Artur-J-Gvecg-P580010.u66	Artur-J-G4540
Artur-J-Gvecg-P580010.u67	Artur-J-G4539
Artur-J-Gvecg-P580010.u68	Artur-J-G4539
Artur-J-Gvecg-P580010.u69	Artur-J-G4540
